UID,Machine ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Power,Tool Wear Failure,Heat Dissipation Failure,Power Failure,Overstrain Failure,Random Failure,Machine Failure
2564,L49743,Low,299.3,309.1,1496,37.2,149,55651.200000000004,No,No,No,No,No,No
2565,L49744,Low,299.3,309.1,1493,38.0,151,56734.0,No,No,No,No,No,No
2566,L49745,Low,299.4,309.1,1304,50.5,153,65852.0,No,No,No,No,No,No
2567,M17426,Medium,299.3,309.0,1420,41.6,155,59072.0,No,No,No,No,No,No
2568,L49747,Low,299.4,309.1,1766,24.6,158,43443.600000000006,No,No,No,No,No,No
2569,L49748,Low,299.6,309.2,1450,43.1,160,62495.0,No,No,No,No,No,No
2570,H31983,High,299.5,309.2,1872,22.6,162,42307.200000000004,No,No,No,No,No,No
2571,L49750,Low,299.6,309.2,1713,26.5,167,45394.5,No,No,No,No,No,No
2572,M17431,Medium,299.5,309.2,1497,40.9,169,61227.299999999996,No,No,No,No,No,No
2573,M17432,Medium,299.4,309.1,1352,44.7,172,60434.4,No,No,No,No,No,No
2574,L49753,Low,299.5,309.2,1499,41.5,175,62208.5,No,No,No,No,No,No
2575,L49754,Low,299.5,309.3,1972,19.3,177,38059.6,No,No,No,No,No,No
2576,L49755,Low,299.5,309.3,1422,49.2,179,69962.40000000001,No,No,No,No,No,No
2577,L49756,Low,299.5,309.3,1523,41.5,181,63204.5,No,No,No,No,No,No
2578,L49757,Low,299.5,309.4,1563,41.5,183,64864.5,No,No,No,No,No,No
2579,L49758,Low,299.4,309.3,1391,46.6,185,64820.6,No,No,No,No,No,No
2580,L49759,Low,299.3,309.1,1795,24.7,187,44336.5,No,No,No,No,No,No
2581,L49760,Low,299.3,309.1,1293,53.7,189,69434.1,No,No,No,No,No,No
2582,L49761,Low,299.2,309.1,1345,60.7,191,81641.5,No,No,No,Yes,No,Yes
2583,L49762,Low,299.2,309.0,1615,33.7,193,54425.50000000001,No,No,No,No,No,No
2584,L49763,Low,299.2,308.9,1342,50.8,195,68173.59999999999,No,No,No,No,No,No
2585,L49764,Low,299.1,308.8,1502,46.7,197,70143.40000000001,No,No,No,No,No,No
2586,M17445,Medium,299.0,308.7,1620,35.4,199,57348.0,No,No,No,No,No,No
2587,L49766,Low,299.0,308.7,1537,42.8,202,65783.59999999999,No,No,No,No,No,No
2588,L49767,Low,299.0,308.7,2248,16.8,204,37766.4,No,No,No,No,No,No
2589,L49768,Low,299.0,308.7,1706,28.6,206,48791.600000000006,No,No,No,No,No,No
2590,L49769,Low,299.0,308.7,2250,16.6,208,37350.0,No,No,No,No,No,No
2591,L49770,Low,299.0,308.7,1396,48.6,0,67845.6,No,No,No,No,No,No
2592,L49771,Low,298.9,308.6,1522,46.4,2,70620.8,No,No,No,No,No,No
2593,L49772,Low,298.9,308.6,1539,45.4,4,69870.59999999999,No,No,No,No,No,No
2594,H32007,High,298.9,308.5,1415,54.0,6,76410.0,No,No,No,No,No,No
2595,L49774,Low,298.8,308.5,1446,37.0,11,53502.0,No,No,No,No,No,No
2596,M17455,Medium,298.8,308.6,1486,41.1,13,61074.6,No,No,No,No,No,No
2597,L49776,Low,299.0,308.7,1426,38.6,16,55043.6,No,No,No,No,No,No
2598,L49777,Low,299.0,308.7,1449,38.9,18,56366.1,No,No,No,No,No,No
2599,L49778,Low,299.1,308.8,1320,67.5,20,89100.0,No,No,Yes,No,No,Yes
2600,M17459,Medium,299.2,308.9,1447,39.6,22,57301.200000000004,No,No,No,No,No,No
2601,L49780,Low,299.3,309.0,1422,47.3,25,67260.59999999999,No,No,No,No,No,No
2602,L49781,Low,299.3,309.1,1399,52.1,27,72887.90000000001,No,No,No,No,No,No
2603,L49782,Low,299.4,309.2,1427,41.5,29,59220.5,No,No,No,No,No,No
2604,M17463,Medium,299.3,309.2,1334,46.3,31,61764.2,No,No,No,No,No,No
2605,M17464,Medium,299.3,309.1,1385,45.6,34,63156.0,No,No,No,No,No,No
2606,L49785,Low,299.4,309.2,1552,37.4,37,58044.799999999996,No,No,No,No,No,No
2607,H32020,High,299.4,309.3,1534,37.5,39,57525.0,No,No,No,No,No,No
2608,L49787,Low,299.4,309.3,1448,48.6,44,70372.8,No,No,No,No,No,No
2609,L49788,Low,299.5,309.3,1409,44.7,46,62982.3,No,No,No,No,No,No
2610,L49789,Low,299.4,309.2,1621,34.5,48,55924.5,No,No,No,No,No,No
2611,H32024,High,299.4,309.1,1547,40.9,50,63272.299999999996,No,No,No,No,No,No
2612,L49791,Low,299.4,309.1,1957,22.1,55,43249.700000000004,No,No,No,No,No,No
2613,L49792,Low,299.4,309.1,2421,14.2,57,34378.2,No,No,No,No,No,No
2614,M17473,Medium,299.3,309.1,1571,38.3,59,60169.299999999996,No,No,No,No,No,No
2615,L49794,Low,299.3,309.1,1634,36.8,62,60131.2,No,No,No,No,No,No
2616,L49795,Low,299.3,309.0,1516,38.7,64,58669.200000000004,No,No,No,No,No,No
2617,L49796,Low,299.4,309.1,1207,66.5,66,80265.5,No,No,No,No,No,No
2618,L49797,Low,299.4,309.1,1670,35.9,68,59953.0,No,No,No,No,No,No
2619,M17478,Medium,299.4,309.1,1461,48.6,70,71004.6,No,No,No,No,No,No
2620,L49799,Low,299.4,309.2,1569,40.8,73,64015.2,No,No,No,No,No,No
2621,L49800,Low,299.4,309.2,1556,35.7,75,55549.200000000004,No,No,No,No,No,No
2622,M17481,Medium,299.5,309.3,1506,41.5,77,62499.0,No,No,No,No,No,No
2623,M17482,Medium,299.6,309.4,1642,30.3,80,49752.6,No,No,No,No,No,No
2624,M17483,Medium,299.6,309.4,1283,62.1,83,79674.3,No,No,No,No,No,No
2625,H32038,High,299.7,309.5,1375,46.8,86,64349.99999999999,No,No,No,No,No,No
2626,L49805,Low,299.7,309.4,1399,39.9,91,55820.1,No,No,No,No,No,No
2627,L49806,Low,299.7,309.4,1650,29.8,93,49170.0,No,No,No,No,No,No
2628,M17487,Medium,299.8,309.6,1346,53.2,95,71607.2,No,No,No,No,No,No
2629,H32042,High,299.9,309.6,1410,51.2,98,72192.0,No,No,No,No,No,No
2630,L49809,Low,300.0,309.7,1586,37.8,103,59950.799999999996,No,No,No,No,No,No
2631,L49810,Low,300.0,309.8,1372,39.6,105,54331.200000000004,No,No,No,No,No,No
2632,H32045,High,300.0,309.7,1529,42.4,107,64829.6,No,No,No,No,No,No
2633,M17492,Medium,300.0,309.7,1652,28.6,112,47247.200000000004,No,No,No,No,No,No
2634,L49813,Low,300.1,309.8,1532,39.8,115,60973.6,No,No,No,No,No,No
2635,L49814,Low,300.0,309.7,1554,32.0,117,49728.0,No,No,No,No,No,No
2636,H32049,High,299.9,309.6,1462,51.0,119,74562.0,No,No,No,No,No,No
2637,L49816,Low,299.9,309.6,1254,61.3,124,76870.2,No,No,No,No,No,No
2638,L49817,Low,299.9,309.6,1294,49.7,126,64311.8,No,No,No,No,No,No
2639,L49818,Low,299.8,309.5,1739,27.5,128,47822.5,No,No,No,No,No,No
2640,M17499,Medium,299.8,309.4,1412,47.8,130,67493.59999999999,No,No,No,No,No,No
2641,M17500,Medium,299.9,309.5,1372,56.2,133,77106.40000000001,No,No,No,No,No,No
2642,H32055,High,299.8,309.5,1420,46.7,136,66314.0,No,No,No,No,No,No
2643,L49822,Low,299.8,309.5,1542,40.3,141,62142.6,No,No,No,No,No,No
2644,M17503,Medium,299.8,309.4,1401,48.1,143,67388.1,No,No,No,No,No,No
2645,L49824,Low,299.8,309.4,1510,42.5,146,64175.0,No,No,No,No,No,No
2646,H32059,High,299.9,309.5,1547,38.5,148,59559.5,No,No,No,No,No,No
2647,M17506,Medium,299.8,309.5,1453,43.2,153,62769.600000000006,No,No,No,No,No,No
2648,L49827,Low,299.8,309.4,1408,45.6,156,64204.8,No,No,No,No,No,No
2649,L49828,Low,299.8,309.4,1436,51.6,158,74097.6,No,No,No,No,No,No
2650,M17509,Medium,299.9,309.5,1582,38.2,160,60432.4,No,No,No,No,No,No
2651,L49830,Low,299.9,309.6,1280,59.3,163,75904.0,No,No,No,No,No,No
2652,L49831,Low,299.9,309.5,2008,20.4,165,40963.2,No,No,No,No,No,No
2653,L49832,Low,299.9,309.5,1772,23.5,167,41642.0,No,No,No,No,No,No
2654,L49833,Low,299.9,309.5,1779,26.1,169,46431.9,No,No,No,No,No,No
2655,L49834,Low,299.9,309.5,1567,35.5,171,55628.5,No,No,No,No,No,No
2656,M17515,Medium,299.8,309.4,1751,27.0,173,47277.0,No,No,No,No,No,No
2657,L49836,Low,299.9,309.5,1349,51.3,176,69203.7,No,No,No,No,No,No
2658,M17517,Medium,300.0,309.5,1425,40.8,178,58139.99999999999,No,No,No,No,No,No
2659,L49838,Low,300.0,309.4,1395,44.5,181,62077.5,No,No,No,No,No,No
2660,H32073,High,299.8,309.3,1595,32.1,183,51199.5,No,No,No,No,No,No
2661,L49840,Low,299.8,309.3,1291,56.4,188,72812.4,No,No,No,No,No,No
2662,M17521,Medium,299.9,309.4,1509,42.8,190,64585.2,No,No,No,No,No,No
2663,M17522,Medium,299.9,309.4,1483,38.1,193,56502.3,No,No,No,No,No,No
2664,L49843,Low,299.9,309.3,1620,31.1,196,50382.0,No,No,No,No,No,No
2665,M17524,Medium,299.9,309.4,1487,42.2,198,62751.4,No,No,No,No,No,No
2666,L49845,Low,299.8,309.4,2256,15.9,201,35870.4,No,No,No,No,No,No
2667,H32080,High,299.7,309.2,1691,27.7,203,46840.7,No,No,No,No,No,No
2668,M17527,Medium,299.8,309.3,1663,35.2,208,58537.600000000006,No,No,No,No,No,No
2669,M17528,Medium,299.8,309.3,1640,31.1,211,51004.0,No,No,No,No,No,No
2670,H32083,High,299.7,309.3,1494,37.8,214,56473.2,No,No,No,No,No,No
2671,L49850,Low,299.8,309.4,1467,46.2,219,67775.40000000001,No,No,No,No,No,No
2672,M17531,Medium,299.7,309.3,1399,41.9,221,58618.1,Yes,No,No,No,No,Yes
2673,L49852,Low,299.7,309.3,1445,42.6,0,61557.0,No,No,No,No,No,No
2674,L49853,Low,299.8,309.4,1480,40.9,2,60532.0,No,No,No,No,No,No
2675,L49854,Low,299.7,309.3,1546,37.2,4,57511.200000000004,No,No,No,No,No,No
2676,L49855,Low,299.7,309.3,1574,35.8,6,56349.2,No,No,No,No,No,No
2677,L49856,Low,299.7,309.3,1592,34.2,8,54446.4,No,No,No,No,No,No
2678,L49857,Low,299.8,309.5,1495,39.6,10,59202.0,No,No,No,No,No,No
2679,L49858,Low,299.8,309.6,1447,43.1,12,62365.700000000004,No,No,No,No,No,No
2680,L49859,Low,299.8,309.5,1476,44.4,14,65534.4,No,No,No,No,No,No
2681,L49860,Low,299.8,309.5,1641,27.1,16,44471.100000000006,No,No,No,No,No,No
2682,L49861,Low,299.8,309.5,1545,32.2,18,49749.00000000001,No,No,No,No,No,No
2683,M17542,Medium,299.9,309.6,1364,44.4,20,60561.6,No,No,No,No,No,No
2684,L49863,Low,299.8,309.5,1590,28.5,23,45315.0,No,No,No,No,No,No
2685,L49864,Low,299.8,309.4,1460,37.4,25,54604.0,No,No,No,No,No,No
2686,L49865,Low,299.8,309.4,1609,32.5,27,52292.5,No,No,No,No,No,No
2687,L49866,Low,299.8,309.4,1633,27.5,29,44907.5,No,No,No,No,No,No
2688,L49867,Low,299.9,309.4,1348,52.8,31,71174.4,No,No,No,No,No,No
2689,L49868,Low,299.9,309.4,1322,53.9,33,71255.8,No,No,No,No,No,No
2690,L49869,Low,300.0,309.5,1641,30.1,35,49394.100000000006,No,No,No,No,No,No
2691,L49870,Low,300.0,309.5,1728,26.0,37,44928.0,No,No,No,No,No,No
2692,L49871,Low,300.0,309.6,1431,47.7,39,68258.7,No,No,No,No,No,No
2693,L49872,Low,300.1,309.7,1641,30.4,41,49886.399999999994,No,No,No,No,No,No
2694,M17553,Medium,300.1,309.6,1622,36.1,43,58554.200000000004,No,No,No,No,No,No
2695,M17554,Medium,300.1,309.6,1625,38.0,46,61750.0,No,No,No,No,No,No
2696,L49875,Low,300.0,309.5,1869,22.7,49,42426.299999999996,No,No,No,No,No,No
2697,L49876,Low,300.0,309.6,1452,46.0,51,66792.0,No,No,No,No,No,No
2698,L49877,Low,300.0,309.6,1618,28.7,53,46436.6,No,No,No,No,No,No
2699,L49878,Low,300.0,309.4,2010,20.0,55,40200.0,No,No,No,No,No,No
2700,L49879,Low,299.9,309.4,1363,60.9,57,83006.7,No,No,No,No,No,No
2701,L49880,Low,299.9,309.3,1473,40.4,59,59509.2,No,No,No,No,No,No
2702,L49881,Low,299.9,309.2,1333,50.8,61,67716.4,No,No,No,No,No,No
2703,L49882,Low,299.8,309.2,1760,25.9,63,45584.0,No,No,No,No,No,No
2704,M17563,Medium,299.8,309.2,1372,58.2,65,79850.40000000001,No,No,No,No,No,No
2705,M17564,Medium,299.7,309.2,1608,34.4,68,55315.2,No,No,No,No,No,No
2706,L49885,Low,299.7,309.2,1326,64.8,71,85924.8,No,No,No,No,No,No
2707,M17566,Medium,299.6,309.1,1560,37.1,73,57876.0,No,No,No,No,No,No
2708,M17567,Medium,299.6,309.0,1539,36.1,76,55557.9,No,No,No,No,No,No
2709,L49888,Low,299.6,309.1,2266,15.3,79,34669.8,No,No,No,No,No,No
2710,L49889,Low,299.6,309.1,1641,35.8,81,58747.799999999996,No,No,No,No,No,No
2711,L49890,Low,299.6,309.1,1574,39.2,83,61700.8,No,No,No,No,No,No
2712,L49891,Low,299.6,309.1,1407,50.6,85,71194.2,No,No,No,No,No,No
2713,H32126,High,299.7,309.2,1302,55.5,87,72261.0,No,No,No,No,No,No
2714,M17573,Medium,299.6,309.2,1651,30.8,92,50850.8,No,No,No,No,No,No
2715,M17574,Medium,299.6,309.1,1366,55.2,95,75403.2,No,No,No,No,No,No
2716,M17575,Medium,299.5,309.0,1701,28.6,98,48648.600000000006,No,No,No,No,No,No
2717,L49896,Low,299.5,309.0,1498,44.6,101,66810.8,No,No,No,No,No,No
2718,M17577,Medium,299.5,309.1,1422,45.3,103,64416.6,No,No,No,No,No,No
2719,L49898,Low,299.5,309.1,1357,47.3,106,64186.1,No,No,No,No,No,No
2720,L49899,Low,299.5,309.2,1690,29.2,108,49348.0,No,No,No,No,No,No
2721,L49900,Low,299.6,309.2,1559,39.1,110,60956.9,No,No,No,No,No,No
2722,M17581,Medium,299.6,309.3,1553,32.4,112,50317.2,No,No,No,No,No,No
2723,L49902,Low,299.6,309.3,1558,34.8,115,54218.399999999994,No,No,No,No,No,No
2724,L49903,Low,299.7,309.4,1362,51.9,117,70687.8,No,No,No,No,No,No
2725,M17584,Medium,299.8,309.3,1470,42.7,119,62769.00000000001,No,No,No,No,No,No
2726,L49905,Low,299.8,309.4,1555,34.8,122,54113.99999999999,No,No,No,No,No,No
2727,M17586,Medium,299.8,309.4,1423,42.9,124,61046.7,No,No,No,No,No,No
2728,L49907,Low,299.7,309.3,1434,38.5,127,55209.0,No,No,No,No,No,No
2729,L49908,Low,299.7,309.3,1779,25.5,129,45364.5,No,No,No,No,No,No
2730,L49909,Low,299.7,309.3,1417,54.6,131,77368.2,No,No,No,No,No,No
2731,L49910,Low,299.6,309.2,1425,45.9,133,65407.5,No,No,No,No,No,No
2732,M17591,Medium,299.7,309.2,1597,32.9,135,52541.299999999996,No,No,No,No,No,No
2733,L49912,Low,299.7,309.2,1346,57.4,138,77260.4,No,No,No,No,No,No
2734,L49913,Low,299.7,309.2,1422,40.4,140,57448.799999999996,No,No,No,No,No,No
2735,H32148,High,299.7,309.2,1572,32.8,142,51561.6,No,No,No,No,No,No
2736,L49915,Low,299.7,309.2,1412,45.4,147,64104.799999999996,No,No,No,No,No,No
2737,M17596,Medium,299.7,309.1,1576,36.4,149,57366.399999999994,No,No,No,No,No,No
2738,M17597,Medium,299.7,309.1,1508,41.2,152,62129.600000000006,No,No,No,No,No,No
2739,M17598,Medium,299.8,309.1,1496,44.4,155,66422.4,No,No,No,No,No,No
2740,L49919,Low,299.8,309.2,1572,35.4,158,55648.799999999996,No,No,No,No,No,No
2741,L49920,Low,299.6,309.0,1525,42.8,160,65269.99999999999,No,No,No,No,No,No
2742,L49921,Low,299.6,309.0,1378,51.9,162,71518.2,No,No,No,No,No,No
2743,L49922,Low,299.6,309.1,1369,51.4,164,70366.59999999999,No,No,No,No,No,No
2744,L49923,Low,299.6,309.1,1476,45.3,166,66862.8,No,No,No,No,No,No
2745,L49924,Low,299.7,309.2,1620,30.0,168,48600.0,No,No,No,No,No,No
2746,M17605,Medium,299.7,309.1,1603,38.5,170,61715.5,No,No,No,No,No,No
2747,L49926,Low,299.7,309.2,1411,46.1,173,65047.1,No,No,No,No,No,No
2748,L49927,Low,299.7,309.2,1616,31.6,175,51065.600000000006,No,No,No,No,No,No
2749,L49928,Low,299.7,309.2,1631,35.1,177,57248.100000000006,No,No,No,No,No,No
2750,M17609,Medium,299.7,309.2,1685,28.9,179,48696.5,No,No,No,No,No,Yes
2751,H32164,High,299.7,309.2,1456,40.6,182,59113.6,No,No,No,No,No,No
2752,L49931,Low,299.7,309.1,1417,50.1,187,70991.7,No,No,No,No,No,No
2753,M17612,Medium,299.7,309.1,1851,24.7,189,45719.7,No,No,No,No,No,No
2754,L49933,Low,299.7,309.1,1715,27.8,192,47677.0,No,No,No,No,No,No
2755,H32168,High,299.6,309.1,1630,32.3,194,52648.99999999999,No,No,No,No,No,No
2756,L49935,Low,299.7,309.2,1478,38.8,199,57346.399999999994,No,No,No,No,No,No
2757,L49936,Low,299.7,309.2,1781,29.6,201,52717.600000000006,No,No,No,No,No,No
2758,L49937,Low,299.8,309.2,1439,36.1,203,51947.9,No,No,No,No,No,No
2759,M17618,Medium,299.7,309.2,1412,45.3,205,63963.6,No,No,No,No,No,No
2760,L49939,Low,299.7,309.1,1483,41.1,208,60951.3,No,No,No,No,No,No
2761,L49940,Low,299.8,309.2,1400,42.6,210,59640.0,No,No,No,No,No,No
2762,L49941,Low,299.8,309.3,1299,65.1,212,84564.9,No,No,No,Yes,No,Yes
2763,L49942,Low,299.8,309.2,1479,44.4,214,65667.59999999999,No,No,No,No,No,No
2764,L49943,Low,299.8,309.2,1491,47.5,216,70822.5,No,No,No,No,No,No
2765,M17624,Medium,299.9,309.3,1389,52.8,0,73339.2,No,No,No,No,No,No
2766,M17625,Medium,299.9,309.4,1399,54.8,3,76665.2,No,No,No,No,No,No
2767,M17626,Medium,299.9,309.4,1889,26.0,6,49114.0,No,No,No,No,No,No
2768,L49947,Low,300.0,309.5,1925,21.9,9,42157.5,No,No,No,No,No,No
2769,L49948,Low,300.0,309.5,1675,30.2,11,50585.0,No,No,No,No,No,No
2770,M17629,Medium,300.0,309.6,1477,38.1,13,56273.700000000004,No,No,No,No,No,No
2771,L49950,Low,300.0,309.6,1364,45.9,16,62607.6,No,No,No,No,No,No
2772,L49951,Low,299.9,309.5,1451,39.4,18,57169.4,No,No,No,No,No,No
2773,L49952,Low,299.9,309.4,1467,41.2,20,60440.4,No,No,No,No,No,No
2774,L49953,Low,299.9,309.4,1858,22.5,22,41805.0,No,No,No,No,No,No
2775,L49954,Low,300.1,309.4,1559,39.7,24,61892.3,No,No,No,No,No,No
2776,L49955,Low,300.1,309.4,1560,47.7,26,74412.0,No,No,No,No,No,No
2777,L49956,Low,300.1,309.4,1453,47.6,28,69162.8,No,No,No,No,No,No
2778,L49957,Low,300.1,309.4,1464,41.7,30,61048.8,No,No,No,No,No,No
2779,L49958,Low,300.0,309.4,1308,50.2,32,65661.6,No,No,No,No,No,No
2780,L49959,Low,300.1,309.5,1353,50.9,34,68867.7,No,No,No,No,No,No
2781,M17640,Medium,300.2,309.6,1556,35.8,36,55704.799999999996,No,No,No,No,No,No
2782,L49961,Low,300.2,309.5,2183,17.8,39,38857.4,No,No,No,No,No,No
2783,M17642,Medium,300.2,309.6,1491,41.8,41,62323.799999999996,No,No,No,No,No,No
2784,M17643,Medium,300.2,309.6,1528,35.1,44,53632.8,No,No,No,No,No,No
2785,L49964,Low,300.2,309.6,1430,52.7,47,75361.0,No,No,No,No,No,No
2786,L49965,Low,300.2,309.5,1495,32.6,49,48737.0,No,No,No,No,No,No
2787,M17646,Medium,300.2,309.5,1630,28.3,51,46129.0,No,No,No,No,No,No
2788,M17647,Medium,300.3,309.6,1524,38.4,54,58521.6,No,No,No,No,No,No
2789,L49968,Low,300.3,309.6,1326,52.4,57,69482.4,No,No,No,No,No,No
2790,H32203,High,300.3,309.5,1438,44.0,59,63272.0,No,No,No,No,No,No
2791,L49970,Low,300.4,309.6,1356,45.9,64,62240.4,No,No,No,No,No,No
2792,H32205,High,300.4,309.6,1416,43.3,66,61312.799999999996,No,No,No,No,No,No
2793,L49972,Low,300.4,309.7,1584,32.6,71,51638.4,No,No,No,No,No,No
2794,L49973,Low,300.3,309.6,1597,31.8,73,50784.6,No,No,No,No,No,No
2795,L49974,Low,300.4,309.6,1553,43.9,75,68176.7,No,No,No,No,No,No
2796,M17655,Medium,300.3,309.5,1405,49.4,77,69407.0,No,No,No,No,No,No
2797,L49976,Low,300.2,309.5,1539,35.3,80,54326.7,No,No,No,No,No,No
2798,M17657,Medium,300.3,309.6,1398,53.7,82,75072.6,No,No,No,No,No,No
2799,L49978,Low,300.3,309.6,1568,39.6,85,62092.8,No,No,No,No,No,No
2800,L49979,Low,300.3,309.6,1404,44.6,87,62618.4,No,No,No,No,No,No
2801,M17660,Medium,300.2,309.5,1500,45.7,89,68550.0,No,No,No,No,No,No
2802,M17661,Medium,300.2,309.5,1642,28.8,92,47289.6,No,No,No,No,No,No
2803,M17662,Medium,300.3,309.6,1509,46.6,95,70319.40000000001,No,No,No,No,No,No
2804,L49983,Low,300.2,309.5,1343,50.2,98,67418.6,No,No,No,No,No,No
2805,L49984,Low,300.1,309.5,1450,40.1,100,58145.0,No,No,No,No,No,No
2806,L49985,Low,300.0,309.4,1460,43.5,102,63510.0,No,No,No,No,No,No
2807,L49986,Low,300.0,309.3,1364,41.2,104,56196.8,No,No,No,No,No,No
2808,M17667,Medium,299.9,309.3,1452,41.9,106,60838.799999999996,No,No,No,No,No,No
2809,L49988,Low,299.9,309.3,1471,41.8,109,61487.799999999996,No,No,No,No,No,No
2810,L49989,Low,299.9,309.2,1598,34.6,111,55290.8,No,No,No,No,No,No
2811,L49990,Low,299.8,309.1,1772,24.8,113,43945.6,No,No,No,No,No,No
2812,L49991,Low,299.9,309.2,1761,25.6,115,45081.600000000006,No,No,No,No,No,No
2813,M17672,Medium,300.0,309.3,1413,40.7,117,57509.100000000006,No,No,No,No,No,No
2814,L49993,Low,300.0,309.3,1887,22.6,120,42646.200000000004,No,No,No,No,No,No
2815,L49994,Low,300.0,309.3,1395,56.5,122,78817.5,No,No,No,No,No,No
2816,M17675,Medium,300.1,309.4,1569,31.6,124,49580.4,No,No,No,No,No,No
2817,L49996,Low,300.1,309.4,1434,47.3,127,67828.2,No,No,No,No,No,No
2818,L49997,Low,300.2,309.5,1417,41.1,129,58238.700000000004,No,No,No,No,No,No
2819,L49998,Low,300.2,309.5,1729,28.4,131,49103.6,No,No,No,No,No,No
2820,L49999,Low,300.2,309.5,1356,51.1,133,69291.6,No,No,No,No,No,No
2821,L50000,Low,300.2,309.5,1436,48.8,135,70076.8,No,No,No,No,No,No
2822,M17681,Medium,300.3,309.6,1419,42.5,137,60307.5,No,No,No,No,No,No
2823,L50002,Low,300.3,309.6,1593,38.1,140,60693.3,No,No,No,No,No,No
2824,M17683,Medium,300.3,309.5,1320,62.2,142,82104.0,No,No,No,No,No,No
2825,M17684,Medium,300.3,309.5,1448,42.4,145,61395.2,No,No,No,No,No,No
2826,L50005,Low,300.3,309.4,1470,33.5,148,49245.0,No,No,No,No,No,No
2827,M17686,Medium,300.3,309.4,1612,33.1,150,53357.200000000004,No,No,No,No,No,No
2828,L50007,Low,300.4,309.4,1412,51.6,153,72859.2,No,No,No,No,No,No
2829,M17688,Medium,300.4,309.4,1875,23.9,155,44812.5,No,No,No,No,No,No
2830,L50009,Low,300.3,309.3,1612,36.0,158,58032.0,No,No,No,No,No,No
2831,M17690,Medium,300.4,309.3,1411,41.6,160,58697.6,No,No,No,No,No,No
2832,M17691,Medium,300.3,309.2,1490,47.9,163,71371.0,No,No,No,No,No,No
2833,M17692,Medium,300.4,309.3,1467,40.3,166,59120.1,No,No,No,No,No,No
2834,L50013,Low,300.3,309.2,1807,26.4,169,47704.799999999996,No,No,No,No,No,No
2835,L50014,Low,300.3,309.1,1368,46.0,171,62928.0,No,No,No,No,No,No
2836,L50015,Low,300.3,309.2,1572,32.0,173,50304.0,No,No,No,No,No,No
2837,M17696,Medium,300.3,309.1,1458,44.3,175,64589.399999999994,No,No,No,No,No,No
2838,L50017,Low,300.3,309.1,1699,30.3,178,51479.700000000004,No,No,No,No,No,No
2839,L50018,Low,300.3,309.3,1478,39.5,180,58381.0,No,No,No,No,No,No
2840,M17699,Medium,300.4,309.4,1362,42.1,182,57340.200000000004,No,No,No,No,No,No
2841,H32254,High,300.4,309.4,1487,38.9,185,57844.299999999996,No,No,No,No,No,No
2842,L50021,Low,300.3,309.4,1705,29.4,190,50127.0,No,No,No,No,No,No
2843,L50022,Low,300.3,309.3,1345,53.5,192,71957.5,No,No,No,No,No,No
2844,L50023,Low,300.3,309.2,1532,40.2,194,61586.4,No,No,No,No,No,No
2845,L50024,Low,300.3,309.2,1650,35.2,196,58080.00000000001,No,No,No,No,No,No
2846,L50025,Low,300.3,309.2,1398,54.4,198,76051.2,No,No,No,No,No,No
2847,L50026,Low,300.3,309.2,1412,44.8,200,63257.6,No,No,No,No,No,No
2848,L50027,Low,300.4,309.3,1525,39.6,202,60390.0,No,No,No,No,No,No
2849,M17708,Medium,300.3,309.3,1391,57.9,204,80538.9,No,No,No,No,No,No
2850,L50029,Low,300.4,309.3,1766,28.2,207,49801.2,No,No,No,No,No,No
2851,L50030,Low,300.4,309.3,1671,35.0,209,58485.0,No,No,No,No,No,No
2852,L50031,Low,300.5,309.3,1373,48.8,211,67002.4,No,No,No,No,No,No
2853,M17712,Medium,300.5,309.4,1347,50.1,213,67484.7,No,No,No,No,No,No
2854,M17713,Medium,300.5,309.3,1539,39.1,216,60174.9,No,No,No,No,No,No
2855,L50034,Low,300.5,309.3,1470,40.8,219,59975.99999999999,No,No,No,No,No,No
2856,L50035,Low,300.5,309.3,1528,37.0,221,56536.0,No,No,No,No,No,No
2857,H32270,High,300.5,309.3,1471,45.2,223,66489.2,No,No,No,No,No,No
2858,M17717,Medium,300.4,309.2,1528,37.2,228,56841.600000000006,No,No,No,No,No,No
2859,L50038,Low,300.5,309.3,1417,51.5,231,72975.5,No,No,No,Yes,No,Yes
2860,L50039,Low,300.6,309.4,1549,43.4,233,67226.59999999999,No,No,No,No,No,No
2861,H32274,High,300.6,309.4,1463,49.2,235,71979.6,No,No,No,No,No,No
2862,L50041,Low,300.7,309.5,1479,43.6,240,64484.4,No,No,No,No,No,No
2863,L50042,Low,300.6,309.5,1867,23.0,242,42941.0,No,No,No,No,No,No
2864,L50043,Low,300.6,309.4,1471,44.1,244,64871.1,No,No,No,No,No,No
2865,H32278,High,300.6,309.4,1380,47.6,246,65688.0,Yes,No,No,No,No,Yes
2866,H32279,High,300.7,309.7,1623,32.7,0,53072.100000000006,No,No,No,No,No,No
2867,L50046,Low,300.8,309.7,1997,20.7,5,41337.9,No,No,No,No,No,No
2868,H32281,High,300.7,309.6,1390,48.5,7,67415.0,No,No,No,No,No,No
2869,L50048,Low,300.8,309.7,1418,46.6,12,66078.8,No,No,No,No,No,No
2870,L50049,Low,300.8,309.7,1519,35.8,14,54380.2,No,No,No,No,No,No
2871,M17730,Medium,300.8,309.7,1519,39.7,16,60304.3,No,No,No,No,No,No
